,TOTAL,COM 1,COM 2,fcount,ftime
60721,"135,5",2,0.0,136,105.0
60722,135,2,1.0,136,105.0
60723,134,2,1.0,136,120.0
60724,137,5,3.0,136,150.0
60725,"138,5",7,3.0,136,180.0
60726,142,10,5.0,136,210.0
60727,143,12,5.0,136,225.0
60728,145,14,7.0,136,270.0
60729,"145,5",16,7.0,136,300.0
60730,145,16,7.0,136,315.0
60731,145,16,9.0,136,345.0
60732,146,16,11.0,136,360.0
60733,"144,5",16,11.0,136,390.0
60734,"145,5",18,11.0,136,405.0
60735,"145,5",18,13.0,136,435.0
60736,146,18,13.0,136,465.0
60737,"144,5",19,13.0,136,465.0
60738,"141,5",19,13.0,136,495.0
60739,"140,5",19,13.0,136,510.0
60740,"141,5",19,15.0,136,540.0
60741,144,21,15.0,136,540.0
60742,143,21,17.0,136,585.0
60743,145,21,19.0,136,585.0
60745,"148,5",24,21.0,136,630.0
60746,"147,5",24,21.0,136,645.0
60747,"146,5",24,21.0,136,660.0
60748,"145,5",24,21.0,136,675.0
60749,147,26,21.0,136,690.0
60750,"148,5",26,21.0,136,705.0
60751,"147,5",26,23.0,136,705.0
60752,146,26,23.0,136,735.0
60753,144,26,23.0,136,765.0
60754,"142,5",26,23.0,136,795.0
60755,145,29,25.0,136,840.0
60756,147,29,27.0,136,840.0
60757,"147,5",31,27.0,136,870.0
60758,"146,5",31,27.0,136,885.0
60759,149,31,27.0,136,885.0
60760,"146,5",33,27.0,136,885.0
60761,"146,5",33,27.0,136,915.0
60762,149,33,30.0,136,930.0
60763,"148,5",33,30.0,136,945.0
60764,149,33,32.0,136,975.0
60765,"148,5",33,32.0,136,990.0
60766,"147,5",33,32.0,136,1005.0
60767,"149,5",33,32.0,136,1005.0
60768,149,33,35.0,136,1035.0
60769,"149,5",33,37.0,136,1065.0
60770,150,36,37.0,136,1110.0
60771,"148,5",36,37.0,136,1140.0
60772,"147,5",36,37.0,136,1155.0
60773,147,36,39.0,136,1170.0
60777,"146,5",36,39.0,136,1215.0
60778,"144,5",36,39.0,136,1245.0
60779,"143,5",36,41.0,136,1275.0
60780,"142,5",36,41.0,136,1290.0
60781,"141,5",36,41.0,136,1305.0
60782,143,39,41.0,136,1335.0
60783,"141,5",39,41.0,136,1350.0
60784,"141,5",39,42.0,136,1350.0
60785,"143,5",42,42.0,136,1380.0
60786,"142,5",42,42.0,136,1395.0
60787,145,45,42.0,136,1410.0
60788,146,44,45.0,136,1425.0
60789,143,44,44.0,136,1455.0
60790,142,44,44.0,136,1470.0
60791,141,44,44.0,136,1485.0
60792,140,44,44.0,136,1500.0
60793,"141,5",44,46.0,136,1515.0
60794,141,44,46.0,136,1530.0
60795,"141,5",44,48.0,136,1560.0
60796,"143,5",44,49.0,136,1560.0
60797,"142,5",44,49.0,136,1560.0
60798,"140,5",44,49.0,136,1590.0
60799,140,44,49.0,136,1605.0
60800,138,44,49.0,136,1635.0
60801,"136,5",44,49.0,136,1665.0
60802,"138,5",46,49.0,136,1665.0
60803,"139,5",46,51.0,136,1680.0
60804,"141,5",46,53.0,136,1680.0
60805,"138,5",46,53.0,136,1725.0
60806,139,48,53.0,136,1755.0
60807,"137,5",48,53.0,136,1770.0
60808,138,49,53.0,136,1785.0
60809,139,52,55.0,136,1860.0
60810,"136,5",52,55.0,136,1905.0
60811,"136,5",52,57.0,136,1920.0
60812,136,52,57.0,136,1950.0
60813,"136,5",52,59.0,136,1965.0
60814,"135,5",52,59.0,136,1980.0
60815,"134,5",52,59.0,136,1995.0
60816,138,55,61.0,136,2025.0
60817,"139,5",58,61.0,136,2055.0
60818,140,60,61.0,136,2085.0
60819,"140,5",60,61.0,136,2085.0
60820,"143,5",60,64.0,136,2115.0
60821,"142,5",61,64.0,136,2115.0
60822,"141,5",61,64.0,136,2130.0
60823,140,61,64.0,136,2160.0
60824,139,61,64.0,136,2175.0
60825,"138,5",61,64.0,136,2190.0
60826,"139,5",61,67.0,136,2205.0
60827,140,63,67.0,136,2235.0
60828,"139,5",63,67.0,136,2250.0
60829,"136,5",63,67.0,136,2295.0
60830,0,65,67.0,136,2340.0
60831,0,65,70.0,136,2370.0
60832,0,65,70.0,136,2385.0
60833,0,65,71.0,136,2385.0
60834,0,65,71.0,136,2400.0
60836,"142,5",0,0.0,141,30.0
60837,"144,5",3,0.0,141,45.0
60838,"146,5",3,0.0,141,45.0
60839,"145,5",3,2.0,141,60.0
60840,148,5,4.0,141,90.0
60841,"149,5",7,4.0,141,105.0
60842,"148,5",7,4.0,141,120.0
60843,146,7,4.0,141,150.0
60844,"146,5",10,4.0,141,195.0
60845,"145,5",10,4.0,141,210.0
60846,145,10,6.0,141,255.0
60847,144,11,6.0,141,300.0
60848,144,12,6.0,141,300.0
60849,"145,5",14,8.0,141,345.0
60850,"147,5",14,8.0,141,360.0
60851,146,14,8.0,141,375.0
60852,147,15,10.0,141,390.0
60853,"146,5",17,10.0,141,420.0
60854,"145,5",17,10.0,141,435.0
60855,143,17,10.0,141,480.0
60856,147,20,13.0,141,510.0
60857,146,20,13.0,141,525.0
60858,"145,5",20,13.0,141,540.0
60859,146,20,13.0,141,540.0
60860,"146,5",20,13.0,141,540.0
60861,"147,5",20,16.0,141,570.0
60862,"148,5",22,16.0,141,585.0
60863,"151,5",22,19.0,141,585.0
60864,153,22,20.0,141,585.0
60866,153,24,20.0,141,615.0
60867,154,24,22.0,141,630.0
60868,"154,5",27,24.0,141,705.0
60869,"155,5",29,24.0,141,720.0
60870,"156,5",29,26.0,141,735.0
60871,"155,5",29,26.0,141,750.0
60872,"157,5",29,28.0,141,765.0
60873,"156,5",29,28.0,141,780.0
60874,"158,5",29,28.0,141,780.0
60875,157,30,28.0,141,810.0
60876,158,31,30.0,141,825.0
60877,159,31,31.0,141,825.0
60878,158,31,31.0,141,840.0
60879,"156,5",31,31.0,141,870.0
60880,157,33,31.0,141,900.0
60881,157,33,33.0,141,930.0
60882,156,33,33.0,141,945.0
60883,155,33,33.0,141,960.0
60884,155,33,33.0,141,975.0
60885,"154,5",33,33.0,141,990.0
60886,"153,5",33,33.0,141,1005.0
60887,"154,5",33,35.0,141,1035.0
60888,"156,5",33,35.0,141,1035.0
60889,"153,5",33,35.0,141,1050.0
60890,"152,5",33,35.0,141,1065.0
60891,"150,5",33,35.0,141,1095.0
60892,"149,5",35,35.0,141,1140.0
60893,151,35,35.0,141,1155.0
60894,150,35,36.0,141,1155.0
60895,148,35,36.0,141,1185.0
60896,150,36,36.0,141,1185.0
60897,150,37,36.0,141,1185.0
60898,152,37,36.0,141,1185.0
60899,152,37,38.0,141,1185.0
60904,148,37,38.0,141,1215.0
60905,147,38,38.0,141,1230.0
60906,"145,5",38,38.0,141,1260.0
60907,145,38,38.0,141,1275.0
60908,"146,5",40,40.0,141,1320.0
60909,"145,5",40,40.0,141,1335.0
60910,"144,5",40,40.0,141,1350.0
60911,"144,5",42,40.0,141,1380.0
60912,"143,5",42,40.0,141,1395.0
60913,"146,5",45,40.0,141,1410.0
60914,146,45,40.0,141,1425.0
60915,147,48,40.0,141,1455.0
60916,149,50,42.0,141,1485.0
60917,"149,5",50,42.0,141,1500.0
60918,"150,5",50,42.0,141,1515.0
60919,"149,5",51,42.0,141,1515.0
60920,"150,5",51,42.0,141,1530.0
60921,150,51,42.0,141,1530.0
60922,"149,5",51,43.0,141,1530.0
60923,"150,5",52,43.0,141,1545.0
60924,"148,5",53,43.0,141,1575.0
60925,"149,5",55,43.0,141,1590.0
60926,"152,5",57,47.0,141,1665.0
60927,"152,5",59,47.0,141,1680.0
60928,"153,5",59,49.0,141,1695.0
60929,"152,5",59,49.0,141,1710.0
60930,"152,5",59,51.0,141,1740.0
60931,"153,5",59,53.0,141,1755.0
60932,"154,5",61,53.0,141,1770.0
60933,"153,5",61,53.0,141,1785.0
60934,"155,5",61,55.0,141,1785.0
60936,"153,5",61,55.0,141,1815.0
60937,"154,5",63,55.0,141,1830.0
60938,"152,5",63,55.0,141,1860.0
60939,"150,5",63,55.0,141,1890.0
60940,"148,5",63,55.0,141,1920.0
60941,"147,5",63,55.0,141,1935.0
60942,"146,5",63,55.0,141,1950.0
60943,"144,5",63,55.0,141,1980.0
60944,146,65,57.0,141,2025.0
60945,146,66,57.0,141,2040.0
60946,147,68,57.0,141,2055.0
60947,150,68,57.0,141,2055.0
60948,"148,5",68,57.0,141,2070.0
60949,"147,5",68,57.0,141,2085.0
60950,"147,5",70,57.0,141,2115.0
60951,"146,5",70,57.0,141,2130.0
60952,"147,5",72,57.0,141,2145.0
60953,146,72,57.0,141,2160.0
60954,145,74,57.0,141,2205.0
60955,145,76,57.0,141,2235.0
60956,144,76,57.0,141,2250.0
60957,"144,5",76,57.0,141,2250.0
60958,0,78,57.0,141,2310.0
60959,0,79,57.0,141,2310.0
60960,0,79,57.0,141,2325.0
60961,0,79,60.0,141,2355.0
60962,0,81,60.0,141,2370.0
60963,0,81,60.0,141,2400.0
60965,148,2,0.0,153,30.0
60966,149,5,0.0,153,60.0
60967,"150,5",5,0.0,153,75.0
60968,"148,5",5,1.0,153,90.0
60969,"148,5",5,3.0,153,120.0
60970,"147,5",5,3.0,153,135.0
60971,"150,5",8,5.0,153,165.0
60972,149,10,5.0,153,225.0
60973,151,10,7.0,153,225.0
60974,150,12,7.0,153,270.0
60975,149,12,7.0,153,285.0
60976,151,12,7.0,153,285.0
60977,151,15,7.0,153,300.0
60978,152,15,10.0,153,330.0
60979,152,17,10.0,153,360.0
60980,"153,5",17,10.0,153,360.0
60981,152,18,10.0,153,375.0
60982,"154,5",18,10.0,153,375.0
60983,"155,5",18,12.0,153,390.0
60984,155,18,14.0,153,435.0
60985,156,18,16.0,153,450.0
60986,154,18,14.0,153,450.0
60987,"151,5",21,14.0,153,525.0
60988,"152,5",21,16.0,153,540.0
60989,151,21,16.0,153,570.0
60990,150,21,16.0,153,585.0
60992,149,23,16.0,153,630.0
60993,149,25,16.0,153,660.0
60994,147,25,16.0,153,690.0
60995,"145,5",25,16.0,153,720.0
60996,"146,5",25,18.0,153,735.0
60997,"144,5",25,18.0,153,765.0
60998,147,27,20.0,153,795.0
60999,147,29,20.0,153,825.0
61000,146,29,20.0,153,840.0
61001,145,29,20.0,153,855.0
61002,"147,5",32,22.0,153,900.0
61003,"147,5",32,23.0,153,915.0
61004,"146,5",32,23.0,153,930.0
61005,"148,5",32,24.0,153,930.0
61006,"147,5",32,24.0,153,930.0
61007,"148,5",32,26.0,153,945.0
61008,145,32,26.0,153,1005.0
61009,147,32,28.0,153,1005.0
61010,"144,5",32,28.0,153,1050.0
61011,"143,5",32,30.0,153,1095.0
61012,145,32,30.0,153,1095.0
61013,146,35,32.0,153,1140.0
61014,145,36,32.0,153,1185.0
61015,144,36,32.0,153,1185.0
61016,"144,5",36,32.0,153,1785.0
61019,"144,5",38,34.0,153,1230.0
61020,"143,5",38,34.0,153,1245.0
61021,"143,5",40,34.0,153,1275.0
61022,"144,5",42,34.0,153,1290.0
61023,"145,5",45,34.0,153,1320.0
61024,"147,5",45,37.0,153,1335.0
61025,"146,5",45,37.0,153,1350.0
61026,146,45,37.0,153,1365.0
61027,146,47,37.0,153,1395.0
61028,148,47,40.0,153,1410.0
61029,147,47,40.0,153,1425.0
61030,148,47,40.0,153,1425.0
61031,149,47,41.0,153,1425.0
61032,148,47,41.0,153,1440.0
61033,"150,5",47,44.0,153,1455.0
61034,"149,5",47,44.0,153,1470.0
61035,"148,5",47,44.0,153,1485.0
61036,"150,5",49,44.0,153,1485.0
61037,"147,5",49,44.0,153,1530.0
61038,"149,5",49,46.0,153,1560.0
61039,"148,5",49,46.0,153,1575.0
61040,"149,5",49,46.0,153,1575.0
61041,"149,5",50,46.0,153,1575.0
61042,149,52,46.0,153,1605.0
61043,"147,5",52,46.0,153,1635.0
61044,"145,5",52,46.0,153,1665.0
61045,"151,5",58,52.0,153,1770.0
61046,151,58,53.0,153,1770.0
61047,153,61,53.0,153,1785.0
61049,"153,5",63,53.0,153,1815.0
61050,"152,5",63,53.0,153,1830.0
61051,"151,5",63,55.0,153,1875.0
61052,154,63,58.0,153,1890.0
61053,153,63,58.0,153,1905.0
61054,154,66,58.0,153,1935.0
61055,153,66,58.0,153,1950.0
61056,152,66,58.0,153,1965.0
61057,153,68,58.0,153,1980.0
61058,151,68,58.0,153,2010.0
61059,"152,5",71,58.0,153,2025.0
61060,151,71,58.0,153,2040.0
61061,"150,5",71,58.0,153,2055.0
61062,"149,5",71,58.0,153,2070.0
61063,"148,5",71,58.0,153,2085.0
61064,"147,5",71,58.0,153,2100.0
61065,"149,5",71,58.0,153,2100.0
61066,"147,5",71,59.0,153,2115.0
61067,"149,5",73,61.0,153,2190.0
61068,150,73,63.0,153,2205.0
61069,"150,5",73,63.0,153,2220.0
61070,149,73,63.0,153,2220.0
61071,"149,5",73,63.0,153,2235.0
61072,"148,5",73,65.0,153,2265.0
61073,"149,5",73,65.0,153,2265.0
61074,0,73,65.0,153,2310.0
61075,0,76,72.0,153,2370.0
61076,0,76,73.0,153,2370.0
61077,0,76,77.0,153,2385.0
61078,0,76,77.0,153,2400.0
61080,"142,5",0,0.0,147,15.0
61081,"141,5",0,0.0,147,30.0
61082,"140,5",0,0.0,147,45.0
61083,"140,5",3,0.0,147,90.0
61084,"139,5",3,0.0,147,105.0
61085,140,7,0.0,147,165.0
61086,141,7,2.0,147,180.0
61087,"141,5",9,4.0,147,240.0
61088,"140,5",9,4.0,147,255.0
61089,"141,5",11,4.0,147,270.0
61090,"142,5",11,6.0,147,285.0
61091,"140,5",11,6.0,147,315.0
61092,142,11,6.0,147,315.0
61093,141,11,7.0,147,330.0
61094,144,18,7.0,147,390.0
61095,"144,5",18,7.0,147,390.0
61096,"143,5",18,7.0,147,405.0
61097,146,18,10.0,147,420.0
61098,144,18,10.0,147,450.0
61099,142,18,10.0,147,480.0
61100,"140,5",18,10.0,147,510.0
61101,"141,5",21,10.0,147,540.0
61102,"142,5",21,12.0,147,570.0
61103,"142,5",21,13.0,147,570.0
61106,"142,5",23,13.0,147,615.0
61107,"143,5",24,13.0,147,630.0
61108,"142,5",25,13.0,147,645.0
61109,"141,5",25,13.0,147,660.0
61110,140,25,13.0,147,690.0
61111,139,25,13.0,147,705.0
61112,141,28,13.0,147,720.0
61113,141,28,13.0,147,750.0
61114,"141,5",28,15.0,147,750.0
61115,"142,5",30,15.0,147,765.0
61116,"141,5",30,15.0,147,780.0
61117,"141,5",32,15.0,147,810.0
61118,"143,5",35,15.0,147,825.0
61119,145,37,17.0,147,870.0
61120,147,38,17.0,147,855.0
61121,146,38,17.0,147,870.0
61122,145,38,17.0,147,885.0
61123,"144,5",38,17.0,147,900.0
61124,"144,5",40,17.0,147,930.0
61125,"144,5",40,19.0,147,960.0
61126,146,43,19.0,147,990.0
61127,146,45,19.0,147,1020.0
61128,147,45,19.0,147,1035.0
61129,"147,5",45,21.0,147,1035.0
61130,"150,5",48,23.0,147,1065.0
61131,"150,5",48,25.0,147,1095.0
61132,152,50,25.0,147,1110.0
61133,150,50,25.0,147,1140.0
61134,"150,5",50,25.0,147,1155.0
61135,"149,5",50,25.0,147,1170.0
61138,"154,5",55,28.0,147,1230.0
61139,"156,5",55,31.0,147,1245.0
61140,"157,5",57,31.0,147,1260.0
61141,158,57,33.0,147,1290.0
61142,159,59,33.0,147,1335.0
61143,159,59,34.0,147,1335.0
61144,159,59,35.0,147,1335.0
61145,"162,5",62,37.0,147,1365.0
61146,"161,5",62,37.0,147,1380.0
61147,"163,5",62,37.0,147,1380.0
61148,163,62,37.0,147,1395.0
61149,164,62,37.0,147,1410.0
61150,163,64,37.0,147,1425.0
61151,164,64,39.0,147,1440.0
61152,162,64,39.0,147,1470.0
61153,161,64,39.0,147,1485.0
61154,"160,5",64,39.0,147,1500.0
61155,161,66,39.0,147,1515.0
61156,159,66,39.0,147,1560.0
61157,158,66,39.0,147,1575.0
61158,"155,5",66,39.0,147,1605.0
61159,"154,5",66,39.0,147,1620.0
61160,"153,5",66,39.0,147,1635.0
61161,"151,5",66,39.0,147,1665.0
61162,"152,5",69,39.0,147,1695.0
61163,151,69,39.0,147,1710.0
61164,149,69,41.0,147,1770.0
61168,"150,5",74,41.0,147,1830.0
61169,"149,5",74,41.0,147,1845.0
61170,149,74,41.0,147,1860.0
61171,"148,5",74,42.0,147,1890.0
61172,"148,5",74,43.0,147,1890.0
61173,"147,5",74,43.0,147,1905.0
61174,"146,5",74,43.0,147,1920.0
61175,"145,5",74,43.0,147,1935.0
61176,"147,5",77,43.0,147,1950.0
61177,"147,5",77,45.0,147,1980.0
61178,"149,5",79,45.0,147,2010.0
61179,"147,5",81,47.0,147,2100.0
61180,"146,5",81,47.0,147,2115.0
61181,"148,5",83,49.0,147,2145.0
61182,"147,5",83,49.0,147,2160.0
61183,"149,5",83,50.0,147,2175.0
61184,149,85,51.0,147,2205.0
61185,148,85,51.0,147,2220.0
61186,149,87,51.0,147,2235.0
61187,"148,5",87,51.0,147,2235.0
61188,"148,5",87,54.0,147,2280.0
61189,0,87,54.0,147,2310.0
61190,0,87,54.0,147,2325.0
61191,0,87,54.0,147,2340.0
61192,0,87,57.0,147,2340.0
61193,0,90,57.0,147,2385.0
61194,0,90,57.0,147,2400.0
61196,131,0,0.0,124,30.0
61197,128,0,0.0,124,75.0
61198,129,0,0.0,124,90.0
61199,128,0,1.0,124,90.0
61200,"126,5",0,1.0,124,120.0
61201,128,3,1.0,124,150.0
61202,129,3,3.0,124,165.0
61203,"129,5",6,3.0,124,210.0
61204,128,6,3.0,124,240.0
61205,130,6,6.0,124,255.0
61206,"132,5",9,8.0,124,300.0
61207,133,11,8.0,124,330.0
61208,"133,5",11,10.0,124,360.0
61209,134,11,12.0,124,390.0
61210,133,11,12.0,124,405.0
61211,132,11,12.0,124,420.0
61212,"130,5",12,12.0,124,465.0
61213,129,12,12.0,124,495.0
61214,"127,5",12,12.0,124,525.0
61215,"127,5",12,14.0,124,555.0
61216,129,14,14.0,124,585.0
61217,129,15,14.0,124,585.0
61219,"131,5",15,18.0,124,615.0
61220,"130,5",15,18.0,124,630.0
61221,129,15,18.0,124,660.0
61222,"127,5",15,18.0,124,690.0
61223,"126,5",15,18.0,124,705.0
61224,125,15,18.0,124,735.0
61225,125,15,19.0,124,750.0
61226,"126,5",17,19.0,124,765.0
61227,"125,5",17,19.0,124,780.0
61228,125,17,19.0,124,795.0
61229,"123,5",17,19.0,124,825.0
61230,"124,5",17,22.0,124,855.0
61231,124,17,22.0,124,870.0
61232,122,17,22.0,124,900.0
61233,"126,5",19,25.0,124,915.0
61234,124,19,25.0,124,960.0
61235,125,19,27.0,124,975.0
61236,"123,5",19,27.0,124,1005.0
61237,123,19,27.0,124,1020.0
61238,122,19,27.0,124,1035.0
61239,121,19,27.0,124,1050.0
61240,123,19,27.0,124,1050.0
61241,123,19,29.0,124,1050.0
61242,"122,5",19,29.0,124,1065.0
61243,122,21,29.0,124,1110.0
61244,121,21,29.0,124,1125.0
61245,"119,5",21,29.0,124,1155.0
61246,119,21,29.0,124,1170.0
61247,120,21,31.0,124,1185.0
61249,"119,5",24,31.0,124,1245.0
61250,119,24,31.0,124,1260.0
61251,121,27,31.0,124,1275.0
61252,"119,5",26,31.0,124,1290.0
61253,"118,5",26,31.0,124,1305.0
61254,"117,5",26,31.0,124,1320.0
61255,117,26,31.0,124,1335.0
61256,"114,5",26,31.0,124,1380.0
61257,"113,5",26,31.0,124,1395.0
61258,"112,5",26,31.0,124,1410.0
61259,113,26,33.0,124,1440.0
61260,"112,5",28,33.0,124,1485.0
61261,"111,5",28,33.0,124,1500.0
61262,"108,5",28,33.0,124,1560.0
61263,"106,5",28,33.0,124,1590.0
61264,105,28,33.0,124,1620.0
61265,"103,5",28,33.0,124,1650.0
61266,"104,5",29,33.0,124,1650.0
61267,"105,5",29,36.0,124,1680.0
61268,"106,5",31,36.0,124,1695.0
61269,107,31,38.0,124,1725.0
61270,108,31,39.0,124,1725.0
61271,106,31,39.0,124,1755.0
61272,"107,5",31,41.0,124,1785.0
61273,"106,5",31,41.0,124,1785.0
61274,"107,5",32,41.0,124,1785.0
61275,"108,5",33,41.0,124,1785.0
61277,107,33,41.0,124,1815.0
61278,108,35,41.0,124,1830.0
61279,"108,5",35,43.0,124,1860.0
61280,109,37,43.0,124,1890.0
61281,110,37,45.0,124,1905.0
61282,110,37,45.0,124,1920.0
61283,109,37,45.0,124,1935.0
61284,108,37,45.0,124,1950.0
61285,"110,5",39,47.0,124,1980.0
61286,"109,5",39,47.0,124,1995.0
61287,"107,5",39,47.0,124,2025.0
61288,109,41,47.0,124,2040.0
61289,110,41,49.0,124,2055.0
61290,108,41,49.0,124,2085.0
61291,"109,5",41,49.0,124,2100.0
61292,"110,5",42,52.0,124,2115.0
61293,"111,5",44,52.0,124,2130.0
61294,111,44,54.0,124,2175.0
61295,110,44,54.0,124,2190.0
61296,"113,5",47,57.0,124,2250.0
61297,"115,5",50,57.0,124,2280.0
61298,0,50,57.0,124,2310.0
61299,0,52,57.0,124,2310.0
61300,0,52,59.0,124,2325.0
61301,0,55,59.0,124,2340.0
61302,0,55,61.0,124,2355.0
61303,0,55,62.0,124,2355.0
61304,0,55,63.0,124,2355.0
61305,0,55,63.0,124,2365.0
61306,0,57,63.0,124,2365.0
61307,0,57,65.0,124,2380.0
61308,0,57,67.0,124,2395.0
61310,"135,5",0,0.0,124,15.0
61311,"135,5",0,2.0,124,45.0
61312,136,0,4.0,124,75.0
61313,135,0,4.0,124,90.0
61314,136,0,7.0,124,120.0
61315,"135,5",0,7.0,124,135.0
61316,"138,5",3,9.0,124,165.0
61317,138,3,9.0,124,180.0
61318,"138,5",5,11.0,124,240.0
61319,"137,5",5,11.0,124,255.0
61320,139,8,11.0,124,285.0
61321,140,10,11.0,124,300.0
61322,139,10,11.0,124,315.0
61323,138,10,11.0,124,330.0
61324,"135,5",10,11.0,124,375.0
61325,136,12,11.0,124,405.0
61326,135,12,11.0,124,420.0
61327,134,12,11.0,124,435.0
61328,"133,5",12,11.0,124,450.0
61329,"132,5",12,11.0,124,465.0
61330,134,14,13.0,124,510.0
61331,133,14,13.0,124,525.0
61332,132,14,13.0,124,540.0
61333,"132,5",16,13.0,124,570.0
61334,"133,5",16,15.0,124,595.0
61336,132,16,15.0,124,615.0
61337,133,18,15.0,124,630.0
61338,132,18,15.0,124,645.0
61339,"130,5",18,15.0,124,675.0
61340,"129,5",18,15.0,124,690.0
61341,129,18,15.0,124,705.0
61342,128,18,15.0,124,720.0
61343,"128,5",18,17.0,124,750.0
61344,"127,5",18,17.0,124,765.0
61345,"127,5",18,19.0,124,795.0
61346,128,20,19.0,124,825.0
61347,"128,5",22,19.0,124,855.0
61348,129,22,19.0,124,885.0
61349,"127,5",23,19.0,124,885.0
61350,126,23,19.0,124,915.0
61351,"126,5",25,19.0,124,945.0
61352,"125,5",25,19.0,124,960.0
61353,"124,5",25,19.0,124,975.0
61354,124,25,19.0,124,990.0
61355,122,25,19.0,124,1020.0
61356,"120,5",25,19.0,124,1050.0
61357,121,27,19.0,124,1080.0
61358,119,27,19.0,124,1110.0
61359,"119,5",29,19.0,124,1140.0
61360,"118,5",29,19.0,124,1155.0
61361,118,29,19.0,124,1170.0
61362,120,29,21.0,124,1170.0
61363,119,29,23.0,124,1195.0
61364,118,29,23.0,124,1195.0
61367,"117,5",29,23.0,124,1205.0
61368,121,34,25.0,124,1260.0
61369,"123,5",34,27.0,124,1275.0
61370,"123,5",34,28.0,124,1275.0
61371,"121,5",34,28.0,124,1305.0
61372,122,36,28.0,124,1335.0
61373,121,36,28.0,124,1350.0
61374,"120,5",36,28.0,124,1365.0
61375,"122,5",36,31.0,124,1380.0
61376,122,36,31.0,124,1395.0
61377,121,36,31.0,124,1410.0
61378,"122,5",38,31.0,124,1425.0
61379,"124,5",38,33.0,124,1440.0
61380,"124,5",38,34.0,124,1440.0
61381,126,38,37.0,124,1470.0
61382,"127,5",40,37.0,124,1500.0
61383,"127,5",41,37.0,124,1500.0
61384,"129,5",43,37.0,124,1515.0
61385,130,45,37.0,124,1530.0
61386,"133,5",48,40.0,124,1575.0
61387,"132,5",48,40.0,124,1590.0
61388,"133,5",48,40.0,124,1605.0
61389,133,49,40.0,124,1620.0
61390,"132,5",50,40.0,124,1635.0
61391,"131,5",50,40.0,124,1650.0
61392,131,50,42.0,124,1695.0
61393,"130,5",50,42.0,124,1710.0
61394,"131,5",52,42.0,124,1725.0
61395,131,52,42.0,124,1740.0
61396,132,52,44.0,124,1755.0
61397,"130,5",52,44.0,124,1785.0
61399,130,58,47.0,124,1965.0
61400,129,58,47.0,124,1995.0
61401,128,58,47.0,124,2010.0
61402,126,58,47.0,124,2040.0
61403,"127,5",58,48.0,124,2055.0
61404,"127,5",58,49.0,124,2055.0
61405,"126,5",58,49.0,124,2070.0
61406,125,58,49.0,124,2100.0
61407,126,58,49.0,124,2115.0
61408,124,58,49.0,124,2145.0
61409,124,60,49.0,124,2145.0
61410,"124,5",60,49.0,124,2160.0
61411,"124,5",60,51.0,124,2190.0
61412,"124,5",62,51.0,124,2220.0
61413,"125,5",64,51.0,124,2250.0
61414,"126,5",64,53.0,124,2265.0
61415,126,64,53.0,124,2280.0
61416,0,64,53.0,124,2310.0
61417,0,64,54.0,124,2310.0
61418,0,64,54.0,124,2325.0
61419,0,66,56.0,124,2355.0
61420,0,66,56.0,124,2370.0
61421,0,66,58.0,124,2385.0
61422,134,2,0.0,129,15.0
61423,"133,5",4,0.0,129,60.0
61424,"135,5",8,0.0,129,90.0
61425,"136,5",8,0.0,129,75.0
61426,"136,5",10,0.0,129,105.0
61427,"138,5",10,2.0,129,120.0
61428,"137,5",12,2.0,129,165.0
61429,"136,5",12,2.0,129,180.0
61430,"135,5",12,2.0,129,210.0
61431,"134,5",12,2.0,129,225.0
61432,"133,5",12,2.0,129,240.0
61433,134,15,2.0,129,285.0
61434,135,16,2.0,129,285.0
61435,137,18,2.0,129,285.0
61436,137,21,2.0,129,330.0
61437,"138,5",21,4.0,129,345.0
61438,"137,5",21,4.0,129,360.0
61439,138,21,4.0,129,360.0
61440,139,22,4.0,129,360.0
61441,"139,5",22,6.0,129,390.0
61442,"138,5",22,6.0,129,405.0
61443,"137,5",22,6.0,129,420.0
61444,139,24,6.0,129,435.0
61445,141,26,8.0,129,465.0
61446,"139,5",26,8.0,129,495.0
61447,"140,5",27,8.0,129,495.0
61448,"139,5",27,8.0,129,510.0
61449,140,27,8.0,129,510.0
61450,139,27,8.0,129,525.0
61451,"139,5",27,10.0,129,555.0
61452,139,27,10.0,129,585.0
61453,"140,5",29,10.0,129,585.0
61455,"139,5",29,10.0,129,615.0
61456,"142,5",31,10.0,129,615.0
61457,"141,5",31,10.0,129,630.0
61458,"140,5",31,10.0,129,645.0
61459,140,31,10.0,129,660.0
61460,"140,5",31,10.0,129,675.0
61461,141,34,10.0,129,720.0
61462,141,34,14.0,129,780.0
61463,"140,5",34,14.0,129,795.0
61464,"140,5",36,14.0,129,825.0
61465,141,36,16.0,129,855.0
61466,"141,5",36,16.0,129,855.0
61467,142,36,16.0,129,855.0
61468,141,36,16.0,129,870.0
61469,142,38,16.0,129,885.0
61470,"139,5",38,16.0,129,930.0
61471,"137,5",38,16.0,129,960.0
61472,136,40,16.0,129,1020.0
61473,137,41,16.0,129,1020.0
61474,137,43,16.0,129,1050.0
61475,135,43,16.0,129,1080.0
61476,"133,5",43,16.0,129,1110.0
61477,"133,5",45,16.0,129,1140.0
61478,"131,5",45,16.0,129,1170.0
61479,131,45,16.0,129,1185.0
61481,135,50,18.0,129,1230.0
61482,"134,5",51,18.0,129,1260.0
61483,"132,5",51,18.0,129,1290.0
61484,"134,5",53,18.0,129,1290.0
